StationName,StationCode,RegionName,Analyte,Trend,LastSampleDate,LastResult,Unit
Strawberry Creek Park,203STW010,San Francisco Bay,"Lead, Total",Insufficient data,4/12/2005,18.9,mg/Kg dw
Codornices at 2nd Street,203COD020,San Francisco Bay,"Lead, Total",Insufficient data,4/12/2005,47.6,mg/Kg dw
Baxter at Booker,203BAX030,San Francisco Bay,"Lead, Total",Insufficient data,4/12/2005,29.4,mg/Kg dw
Cerrito at Creekside Park,203CER020,San Francisco Bay,"Lead, Total",Insufficient data,4/12/2005,56.8,mg/Kg dw
Morris Dam (downstream),405SGBMRS,Los Angeles,"Lead, Total",Insufficient data,6/9/2005,0.43,ug/L
Colorado Lagoon,405COLLGN,Los Angeles,"Lead, Total",Insufficient data,6/7/2005,37.4,mg/Kg dw
San Gabriel River Estuary,405SGBETY,Los Angeles,"Lead, Total",Insufficient data,6/7/2005,14.605,mg/Kg dw
"Los Cerritos Channel, Anaheim",405LSCTSA,Los Angeles,"Lead, Total",Insufficient data,6/7/2005,126,mg/Kg dw
"Los Cerritos Channel, Wetlands",405LSCTSW,Los Angeles,"Lead, Total",Insufficient data,6/6/2005,84.8,mg/Kg dw
Los Angeles River Estuary,412LARETY,Los Angeles,"Lead, Total",Insufficient data,6/6/2005,78.8,mg/Kg dw
Long Beach Marina (Los Cerritos Channel),405LSCTSM,Los Angeles,"Lead, Total",Insufficient data,6/6/2005,74.65,mg/Kg dw
Amargosa River at USGS Gage (Tecopa),609AMR003,Lahontan,"Lead, Total",Insufficient data,3/15/2005,15.535,ug/L
Russian River d/s Ukiah STP (AR Thomas),114RRART1,North Coast,"Lead, Total",Insufficient data,2/23/2005,0.17,ug/L
Moss Landing Harbor random site 4,309MSLG04,Central Coast,"Lead, Total",Insufficient data,6/24/2004,16.6,mg/Kg dw
Monterey Harbor random site 8,309MTRY08,Central Coast,"Lead, Total",Insufficient data,6/24/2004,39.8,mg/Kg dw
Moss Landing Harbor random site 26,306MSLG26,Central Coast,"Lead, Total",Insufficient data,6/24/2004,10.6,mg/Kg dw
Moss Landing Harbor random site 30,309MSLG30,Central Coast,"Lead, Total",Insufficient data,6/24/2004,22.4,mg/Kg dw
Monterey Harbor random site 24,309MTRY24,Central Coast,"Lead, Total",Insufficient data,6/24/2004,35.7,mg/Kg dw
Monterey Harbor random site 20,309MTRY20,Central Coast,"Lead, Total",Insufficient data,6/24/2004,71.3,mg/Kg dw
Monterey Harbor random site 12,309MTRY12,Central Coast,"Lead, Total",Insufficient data,6/24/2004,33.5,mg/Kg dw
Monterey Harbor random site 16,309MTRY16,Central Coast,"Lead, Total",Insufficient data,6/24/2004,59,mg/Kg dw
Monterey Harbor random site 28,309MTRY28,Central Coast,"Lead, Total",Insufficient data,6/24/2004,113,mg/Kg dw
Santa Cruz Harbor random site 7,304SCRZ07,Central Coast,"Lead, Total",Insufficient data,6/23/2004,18.6,mg/Kg dw
Santa Cruz Harbor random site 10,304SCRZ10,Central Coast,"Lead, Total",Insufficient data,6/23/2004,10.1,mg/Kg dw
Moss Landing Harbor random site 22,306MSLG22,Central Coast,"Lead, Total",Insufficient data,6/23/2004,9.19,mg/Kg dw
Moss Landing Harbor random site 14,306MSLG14,Central Coast,"Lead, Total",Insufficient data,6/23/2004,10.6,mg/Kg dw
Santa Cruz Harbor random site 23,304SCRZ23,Central Coast,"Lead, Total",Insufficient data,6/23/2004,21,mg/Kg dw
Santa Cruz Harbor random site 2,304SCRZ02,Central Coast,"Lead, Total",Insufficient data,6/23/2004,19.3,mg/Kg dw
Moss Landing Harbor random site 6,306MSLG06,Central Coast,"Lead, Total",Insufficient data,6/23/2004,6.71,mg/Kg dw
Santa Cruz Harbor random site 15,304SCRZ15,Central Coast,"Lead, Total",Insufficient data,6/23/2004,21.7,mg/Kg dw
Santa Cruz Harbor random site 18,304SCRZ18,Central Coast,"Lead, Total",Insufficient data,6/23/2004,24.1,mg/Kg dw
Port San Luis random site 25,310SNLS25,Central Coast,"Lead, Total",Insufficient data,6/22/2004,24.1,mg/Kg dw
Port San Luis random site 17,310SNLS17,Central Coast,"Lead, Total",Insufficient data,6/22/2004,6.76,mg/Kg dw
Port San Luis random site 1,310SNLS01,Central Coast,"Lead, Total",Insufficient data,6/22/2004,8.07,mg/Kg dw
Port San Luis random site 21,310SNLS21,Central Coast,"Lead, Total",Insufficient data,6/22/2004,9.89,mg/Kg dw
Port San Luis random site 5,310SNLS05,Central Coast,"Lead, Total",Insufficient data,6/22/2004,5.22,mg/Kg dw
Port San Luis random site 9,310SNLS09,Central Coast,"Lead, Total",Insufficient data,6/22/2004,5.44,mg/Kg dw
Santa Barbara Harbor random site 13,315SBRB13,Central Coast,"Lead, Total",Insufficient data,6/21/2004,42.8,mg/Kg dw
Santa Barbara Harbor random site 3,315SBRB03,Central Coast,"Lead, Total",Insufficient data,6/21/2004,29.85,mg/Kg dw
Santa Barbara Harbor random site 29,315SBRB29,Central Coast,"Lead, Total",Insufficient data,6/21/2004,12.4,mg/Kg dw
Santa Barbara Harbor random site 11,315SBRB11,Central Coast,"Lead, Total",Insufficient data,6/21/2004,30.5,mg/Kg dw
Santa Barbara Harbor random site 19,315SBRB19,Central Coast,"Lead, Total",Insufficient data,6/21/2004,31.2,mg/Kg dw
Santa Barbara Harbor random site 27,315SBRB27,Central Coast,"Lead, Total",Insufficient data,6/21/2004,53.5,mg/Kg dw
Port Chicago Highway,207MTD010,San Francisco Bay,"Lead, Total",Insufficient data,4/21/2003,17.2,mg/Kg dw
Bight station 4266,405LA4266,Los Angeles,"Lead, Total",Insufficient data,10/23/2003,3.86,ug/L
Bight station 4146,405LA4146,Los Angeles,"Lead, Total",Insufficient data,10/22/2003,3.56,ug/L
Bight station 4274,405LA4274,Los Angeles,"Lead, Total",Insufficient data,10/22/2003,3.98,ug/L
Bight station 4098,405LA4098,Los Angeles,"Lead, Total",Insufficient data,10/22/2003,4.92,ug/L
Bight station 4162,405LA4162,Los Angeles,"Lead, Total",Insufficient data,10/22/2003,4.23,ug/L
Bight station 4226,405LA4226,Los Angeles,"Lead, Total",Insufficient data,10/22/2003,8.08,ug/L
Bight station 4210,405LA4210,Los Angeles,"Lead, Total",Insufficient data,10/22/2003,6,ug/L
Bight station 4242,405LA4242,Los Angeles,"Lead, Total",Insufficient data,10/21/2003,1.755,ug/L
Bight station 4178,405LA4178,Los Angeles,"Lead, Total",Insufficient data,10/21/2003,1.52,ug/L
Bight station 4050,405LA4050,Los Angeles,"Lead, Total",Insufficient data,10/20/2003,0.67,ug/L
East Branch North Fork Feather River above North Fork Feather River,518EBABNF,Central Valley,"Lead, Total",Insufficient data,9/10/2003,2.5,ug/L
North Fork Feather River above East Branch North Fork Feather River,518NFABEB,Central Valley,"Lead, Total",Insufficient data,9/10/2003,2.5,ug/L
Spanish Creek above Indian Creek,518SPABIN,Central Valley,"Lead, Total",Insufficient data,9/10/2003,2.5,ug/L
Red Clover Creek above Indian Creek,518RCABIN,Central Valley,"Lead, Total",Insufficient data,9/9/2003,2.5,ug/L
North Fork Feather River at Domingo Springs,518NFATDS,Central Valley,"Lead, Total",Insufficient data,9/9/2003,2.5,ug/L
Wolf Creek at Greenville,518WLFGRN,Central Valley,"Lead, Total",Insufficient data,9/9/2003,2.5,ug/L
Lights Creek at Deadfall Bridge,518LIGHTS,Central Valley,"Lead, Total",Insufficient data,9/9/2003,2.5,ug/L
Indian Creek Flournoy Bridge,518INFLBR,Central Valley,"Lead, Total",Insufficient data,9/9/2003,2.5,ug/L
Indian Creek at Taylorsville Bridge,518INDTVL,Central Valley,"Lead, Total",Insufficient data,9/9/2003,2.5,ug/L
Butte Creek,518BUT307,Central Valley,"Lead, Total",Insufficient data,9/9/2003,2.5,ug/L
Last Chance Creek below Murdock Crossing,518LCBWMX,Central Valley,"Lead, Total",Insufficient data,9/9/2003,2.5,ug/L
Rock Creek Spanish Tributary,518ROCKSP,Central Valley,"Lead, Total",Insufficient data,9/8/2003,2.5,ug/L
Greenhorn Creek,518GRNHRN,Central Valley,"Lead, Total",Insufficient data,9/8/2003,2.5,ug/L
Spanish Creek above Greenhorn Creek,518SPABGR,Central Valley,"Lead, Total",Insufficient data,9/8/2003,2.5,ug/L
Sulphur Creek,518SULFUR,Central Valley,"Lead, Total",Insufficient data,9/8/2003,2.5,ug/L
Jamison Creek,518JAMISN,Central Valley,"Lead, Total",Insufficient data,9/8/2003,2.5,ug/L
Middle Fork Feather River above Nelson Creek,518MFABNI,Central Valley,"Lead, Total",Insufficient data,9/8/2003,2.5,ug/L
Lake Machado LT3,411MDOLT3,Los Angeles,"Lead, Total",Insufficient data,8/4/2003,31.1,mg/Kg dw
Lake Machado LT5,411MDOLT5,Los Angeles,"Lead, Total",Insufficient data,8/4/2003,76,mg/Kg dw
Lake Machado LT2,411MDOLT2,Los Angeles,"Lead, Total",Insufficient data,8/4/2003,54.2,mg/Kg dw
Lake Machado LT1,411MDOLT1,Los Angeles,"Lead, Total",Insufficient data,8/4/2003,119,mg/Kg dw
Lake Machado LT4,411MDOLT4,Los Angeles,"Lead, Total",Insufficient data,8/4/2003,75.4,mg/Kg dw
Mt. House Creek @ Mt. House Parkway,544SJC509,Central Valley,"Lead, Total",Insufficient data,10/29/2002,2.5,ug/L
Shasta River at Montague,105SHAMON,North Coast,"Lead, Total",Insufficient data,4/8/2003,0.089,ug/L
Trinity River at Poker Bar (d/s Grass Valley Cr.),106TRINPB,North Coast,"Lead, Total",Insufficient data,3/27/2002,0.005,ug/L
Trinity River at Douglas City,106TRINDC,North Coast,"Lead, Total",Insufficient data,3/26/2002,0.005,ug/L
Trinity River at Hoopa,106TRINHP,North Coast,"Lead, Total",Insufficient data,3/25/2002,0.028,ug/L
Mitchell on Oak St,207MTD100,San Francisco Bay,"Lead, Total",Insufficient data,1/21/2003,0.025,ug/L
Kirker Creek Apartments,207KIR115,San Francisco Bay,"Lead, Total",Insufficient data,1/21/2003,0.854,ug/L
Newhall Ranch Blue Cut,403STCNRB,Los Angeles,"Lead, Total",Insufficient data,11/13/2001,9.32,mg/Kg dw
Water Lane,202PES050,San Francisco Bay,"Lead, Total",Insufficient data,1/28/2003,0.053,ug/L
Cloverdale Rd,202PES070,San Francisco Bay,"Lead, Total",Insufficient data,1/22/2003,0.063,ug/L
Calaveritas Creek @ Hwy 49,533CAL002,Central Valley,"Lead, Total",Insufficient data,6/26/2002,2.5,ug/L
N. Fork Calaveras River @ Gold Strike Rd.,533CAL003,Central Valley,"Lead, Total",Insufficient data,6/26/2002,2.5,ug/L
Calaveras River at Hwy 88,531SJC513,Central Valley,"Lead, Total",Insufficient data,6/24/2002,2.5,ug/L
Salton Sea Drain NW1 (Torrez Martinez 1),728SSDNW1,Colorado River,"Lead, Total",Insufficient data,9/30/2002,7.43,mg/Kg dw
Salton Sea USGS10,728SSGS10,Colorado River,"Lead, Total",Insufficient data,9/30/2002,14,mg/Kg dw
Creamery Gulch,201LAG270,San Francisco Bay,"Lead, Total",Insufficient data,10/1/2001,13.2,mg/Kg dw
Rockville,207SUI020,San Francisco Bay,"Lead, Total",Insufficient data,6/17/2002,12.3,mg/Kg dw
Lauterwasser Creek,206SPA200,San Francisco Bay,"Lead, Total",Insufficient data,4/10/2002,0.05,ug/L
Eel River near Hearst,111ER7314,North Coast,"Lead, Total",Insufficient data,2/7/2002,0.016,ug/L
Green Bridge (Hwy 1),201LAG120,San Francisco Bay,"Lead, Total",Insufficient data,6/18/2002,4.39,mg/Kg dw
Richmond Parkway,206WIL020,San Francisco Bay,"Lead, Total",Insufficient data,6/17/2002,13.1,mg/Kg dw
Elk River - South Fork,110SE0293,North Coast,"Lead, Total",Insufficient data,2/27/2002,0.347,ug/L
Yager Creek at Carlotta,111YC0468,North Coast,"Lead, Total",Insufficient data,2/26/2002,0.36,ug/L
Van Duzen River at Bridgeville,111VD4108,North Coast,"Lead, Total",Insufficient data,2/26/2002,0.267,ug/L
Van Duzen River near Dinsmore,111VD6485,North Coast,"Lead, Total",Insufficient data,2/26/2002,0.072,ug/L
Mad River at Ruth,109MADRUT,North Coast,"Lead, Total",Insufficient data,2/26/2002,0.029,ug/L
Mad River at Butler Valley,109MADBUT,North Coast,"Lead, Total",Insufficient data,2/25/2002,0.464,ug/L
Eel River - South Fork near Benbow,111EELBEN,North Coast,"Lead, Total",Insufficient data,2/24/2002,0.364,ug/L
"Monitor Cr below Lexington Canyon, above Goskey Cr",632MON001,Lahontan,"Lead, Total",Insufficient data,5/14/2002,1,ug/L
Monitor Cr below Heenan Res,632MON003,Lahontan,"Lead, Total",Insufficient data,5/14/2002,1,ug/L
Monitor Cr above Lexington Canyon,632MON002,Lahontan,"Lead, Total",Insufficient data,5/14/2002,1,ug/L
"Goskey Cr, above HWY 89",632GOS001,Lahontan,"Lead, Total",Insufficient data,5/14/2002,1,ug/L
Scott River at Fort Jones,105SCOTFJ,North Coast,"Lead, Total",Insufficient data,3/28/2002,0.005,ug/L
Kaiser Creek at Callahan,204SLE230,San Francisco Bay,"Lead, Total",Insufficient data,4/10/2002,0.32,ug/L
3rd St. Bridge,206SPA020,San Francisco Bay,"Lead, Total",Insufficient data,9/26/2001,16.2,mg/Kg dw
Walker Creek,201WLK090,San Francisco Bay,"Lead, Total",Insufficient data,10/2/2001,7.96,mg/Kg dw
Castaic Creek,403STCCTC,Los Angeles,"Lead, Total",Insufficient data,11/13/2001,14.439,mg/Kg dw
Calleguas Creek Main Stem (downstream of  confluence with Revolon Slough),408CAL004,Los Angeles,"Lead, Total",Insufficient data,11/12/2001,0.723,ug/L
Piru Creek,403STCPRU,Los Angeles,"Lead, Total",Insufficient data,11/1/2001,5.986,mg/Kg dw
Santa Paula Creek,403STCSTP,Los Angeles,"Lead, Total",Insufficient data,11/1/2001,2.357,mg/Kg dw
Beardsley Wash at Central Avenue,408CALBWC,Los Angeles,"Lead, Total",Insufficient data,10/31/2001,0.154,ug/L
South Branch Arroyo Conejo,408CAL011,Los Angeles,"Lead, Total",Insufficient data,10/31/2001,1.31,ug/L
San Francisquito Creek,403STCSFO,Los Angeles,"Lead, Total",Insufficient data,10/31/2001,24.871,ug/L
North Fork Arroyo Conejo,408CAL010,Los Angeles,"Lead, Total",Insufficient data,10/31/2001,0.464,ug/L
Arroyo Santa Rosa,408CAL009,Los Angeles,"Lead, Total",Insufficient data,10/31/2001,0.077,ug/L
Conejo Creek,408CAL007,Los Angeles,"Lead, Total",Insufficient data,10/29/2001,0.796,ug/L
Arroyo Las Posas,408CAL008,Los Angeles,"Lead, Total",Insufficient data,10/30/2001,1.54,ug/L
Arroyo Simi,408CAL012,Los Angeles,"Lead, Total",Insufficient data,10/30/2001,0.562,ug/L
Tapo Canyon Tributary,408CAL013,Los Angeles,"Lead, Total",Insufficient data,10/30/2001,2.68,ug/L
Mugu Drain,408CAL003,Los Angeles,"Lead, Total",Insufficient data,10/29/2001,3.15,ug/L
Rio de Santa Clara,408CAL002,Los Angeles,"Lead, Total",Insufficient data,10/29/2001,0.405,ug/L
mainstem Novarro at Dimmick,113MSNDIM,North Coast,"Lead, Total",Insufficient data,6/29/2001,37.5,ug/L
MAINSTEM ALBION,113ALBMST,North Coast,"Lead, Total",Insufficient data,6/29/2001,37.5,ug/L
RANCHERIA CREEK NR PHILO,113RNCPHO,North Coast,"Lead, Total",Insufficient data,6/29/2001,37.5,ug/L
INDIAN CREEK AT PHILO,113INDPHO,North Coast,"Lead, Total",Insufficient data,6/29/2001,37.5,ug/L
NOYO RIVER AT HAYSHED SIDING GAGE,113NO1811,North Coast,"Lead, Total",Insufficient data,6/29/2001,37.5,ug/L
Navarro River at Philo,113NAVPHO,North Coast,"Lead, Total",Insufficient data,6/29/2001,37.5,ug/L
N. Fork Navarro R. at Dimmick,113NFNDIM,North Coast,"Lead, Total",Insufficient data,6/29/2001,37.5,ug/L
WAGES CREEK AT HIGHWAY ONE,113WA0532,North Coast,"Lead, Total",Insufficient data,6/28/2001,37.5,ug/L
S FORK BIG RIVER AT DAUGHERTY CR,113SFBIGD,North Coast,"Lead, Total",Insufficient data,6/28/2001,37.5,ug/L
ALBION RIVER AT COMPTCHE,113ALBCOM,North Coast,"Lead, Total",Insufficient data,6/28/2001,37.5,ug/L
Ten Mile River above South Fork Ten Mile River,113TE6637,North Coast,"Lead, Total",Insufficient data,6/28/2001,37.5,ug/L
N FK BIG RIVER AT HWY 20,113BIGH20,North Coast,"Lead, Total",Insufficient data,6/28/2001,37.5,ug/L
BIG RIVER AT MENDOCINO WOODLANDS,113BI2655,North Coast,"Lead, Total",Insufficient data,6/28/2001,37.5,ug/L
Gualala River at House Creek,113GUAHSE,North Coast,"Lead, Total",Insufficient data,6/27/2001,37.5,ug/L
Little River at Hiway One,113LITHW1,North Coast,"Lead, Total",Insufficient data,6/27/2001,37.5,ug/L
South Fork of Garcia River,113GARSFK,North Coast,"Lead, Total",Insufficient data,6/27/2001,37.5,ug/L
So. Fk Gualala at Hauser Bridge,113SGUAHB,North Coast,"Lead, Total",Insufficient data,6/27/2001,37.5,ug/L
Dry Creek at the Russian River,114DRCRRR,North Coast,"Lead, Total",Insufficient data,6/26/2001,50,ug/L
Russian River at Comminski Station,114RRCOMM,North Coast,"Lead, Total",Insufficient data,6/25/2001,50,ug/L
Russian River at Hopland,114RRHOP1,North Coast,"Lead, Total",Insufficient data,6/25/2001,50,ug/L
Russian River at Russian River Estates,114RRRRES,North Coast,"Lead, Total",Insufficient data,6/25/2001,50,ug/L
Russian River at Wohler Dam,114RRWOH,North Coast,"Lead, Total",Insufficient data,6/25/2001,50,ug/L
Goodrich Creek,518GRDICH,Central Valley,"Lead, Total",Insufficient data,6/20/2001,0.062,ug/L
Middle Fork Feather River at Beckwourth,518MFFBCK,Central Valley,"Lead, Total",Insufficient data,6/19/2001,0.961,ug/L
Mt. House Creek,544SJC033,Central Valley,"Lead, Total",Insufficient data,11/28/2000,2.5,ug/L
Mattole River at Honeydew,112MATHON,North Coast,"Lead, Total",Insufficient data,5/17/2001,37.5,ug/L
MATTOLE RIVER AT ETTERSBURG,112MATETT,North Coast,"Lead, Total",Insufficient data,5/17/2001,37.5,ug/L
Copper Bluff Mine Drainage (Trinity River),106CUBLUF,North Coast,"Lead, Total",Insufficient data,4/24/2001,42,ug/L
San Mateo Creek at Gateway Park,204SMA020,San Francisco Bay,"Lead, Total",No significant trend,7/15/2020,29.7,mg/Kg dw
Walker Creek Ranch,201WLK160,San Francisco Bay,"Lead, Total",No significant trend,7/15/2020,7.11,mg/Kg dw
Laurel Creek @ Pintail Drive,207LAU020,San Francisco Bay,"Lead, Total",No significant trend,7/15/2020,9.15,mg/Kg dw
Sonoma Creek at Hwy 121 bridge,206SON010,San Francisco Bay,"Lead, Total",No significant trend,7/15/2020,9.87,mg/Kg dw
San Leandro Creek at Empire Road,204SLE030,San Francisco Bay,"Lead, Total",No significant trend,7/17/2020,60.9,mg/Kg dw
Guadalupe Creek @ USGS Gaging Station 11169025,205GUA020,San Francisco Bay,"Lead, Total",No significant trend,7/17/2020,24.2,mg/Kg dw
Alameda Creek E. of Alvarado Blvd,204ALA020,San Francisco Bay,"Lead, Total",No significant trend,7/17/2020,8.46,mg/Kg dw
Marsh Creek at East Cypress Crossing,541MERECY,Central Valley,"Lead, Total",No significant trend,7/15/2020,11,mg/Kg dw
Coyote Creek at Montague,205COY060,San Francisco Bay,"Lead, Total",No significant trend,7/17/2020,20.2,mg/Kg dw
Pajaro River at Thurwachter Bridge,305THU,Central Coast,"Lead, Total",No significant trend,6/22/2020,12.3,mg/Kg dw
Carmel River at Highway 1,307CML,Central Coast,"Lead, Total",No significant trend,6/22/2020,13,mg/Kg dw
San Lorenzo River below Water Street,304SLRWAT,Central Coast,"Lead, Total",No significant trend,6/22/2020,19.3,mg/Kg dw
Tembladero Slough at Monterey Dunes Way,309TDW,Central Coast,"Lead, Total",No significant trend,6/22/2020,14,mg/Kg dw
Soquel Creek at Knob Hill Parking Lot,304SOK,Central Coast,"Lead, Total",No significant trend,6/22/2020,10.35,mg/Kg dw
Chorro Creek at South Bay Boulevard,310TWB,Central Coast,"Lead, Total",No significant trend,12/7/2017,0.03,ug/L
Santa Rosa Ck at Moonstone Beach Drive,310SRO,Central Coast,"Lead, Total",No significant trend,12/7/2017,0.03,ug/L
San Luis Obispo Creek at San Luis Bay Drive,310SLB,Central Coast,"Lead, Total",No significant trend,6/23/2020,10.3,mg/Kg dw
San Simeon Creek at State Park foot bridge,310SSC,Central Coast,"Lead, Total",No significant trend,12/7/2017,0.04,ug/L
"Pismo Creek above Highway 101, Frady Lane Bridge",310PIS,Central Coast,"Lead, Total",No significant trend,12/7/2017,0.03,ug/L
Franklin Creek at 7th Street,315FRC,Central Coast,"Lead, Total",No significant trend,1/13/2020,0.08,ug/L
Canada de la Gaviota at State Park entrance,315GAV,Central Coast,"Lead, Total",No significant trend,1/16/2020,0.045,ug/L
Mission Creek at Montecito Street,315MIS,Central Coast,"Lead, Total",No significant trend,6/24/2020,10.6,mg/Kg dw
Arroyo Burro at Cliff Drive,315ABU,Central Coast,"Lead, Total",No significant trend,1/14/2020,0.045,ug/L
San Gabriel River RA-2,405SGRA2x,Los Angeles,"Lead, Total",No significant trend,6/10/2020,29.5,mg/Kg dw
Santa Clara River Estuary,403STCEST,Los Angeles,"Lead, Total",No significant trend,6/24/2020,12.3,mg/Kg dw
Ballona Creek Downstream of Sawtelle (Centinella),404BLNAxx,Los Angeles,"Lead, Total",No significant trend,6/9/2020,24,mg/Kg dw
Ventura River Bio 0,402VRB0xx,Los Angeles,"Lead, Total",No significant trend,6/24/2020,13.1,mg/Kg dw
"Calleguas Creek Below Camrosa WWTP, Site 6",408CGCS06,Los Angeles,"Lead, Total",No significant trend,6/24/2020,12.1,mg/Kg dw
Chino Creek (San Antonio Ck) at Euclid/Hwy 83 bridge,801CCPT12,Santa Ana,"Lead, Total",No significant trend,6/9/2020,14.1,mg/Kg dw
Santa Ana River at Prado Basin Park Rd,801SARVRx,Santa Ana,"Lead, Total",No significant trend,6/9/2020,18.4,mg/Kg dw
Scott Creek Lagoon at Highway 1,304SCO,Central Coast,"Lead, Total",No significant trend,12/19/2017,0.015,ug/L
Gazos Creek Lagoon at Highway 1,304GAZ,Central Coast,"Lead, Total",No significant trend,6/13/2018,11,mg/Kg dw
Waddell Creek Lagoon at Highway 1,304WAD,Central Coast,"Lead, Total",No significant trend,12/19/2017,0.05,ug/L
San Antonio Creek at San Antonio Rd West,313SAI,Central Coast,"Lead, Total",No significant trend,6/23/2020,6.94,mg/Kg dw
Santa Maria River above Estuary,312SMA,Central Coast,"Lead, Total",No significant trend,6/23/2020,4.26,mg/Kg dw
Santa Ynez River at 13th Street,314SYN,Central Coast,"Lead, Total",No significant trend,6/23/2020,4.06,mg/Kg dw
Atascadero Creek at Ward Drive,315ATA,Central Coast,"Lead, Total",No significant trend,6/23/2020,15.5,mg/Kg dw
San Dieguito River 9,905SDSDQ9,San Diego,"Lead, Total",No significant trend,6/11/2020,7.545,mg/Kg dw
Los Penasquitos Creek 6,906LPLPC6,San Diego,"Lead, Total",No significant trend,6/10/2020,18.3,mg/Kg dw
Sweetwater River at Willow Street,909SWRWSx,San Diego,"Lead, Total",No significant trend,6/11/2020,22.3,mg/Kg dw
San Diego River at Ward Road,907SDRWAR,San Diego,"Lead, Total",No significant trend,6/11/2020,24.8,mg/Kg dw
San Juan Creek 9,901SJSJC9,San Diego,"Lead, Total",No significant trend,6/10/2020,10.175,mg/Kg dw
San Diego Creek at Campus,801SDCxxx,Santa Ana,"Lead, Total",No significant trend,6/10/2020,13.1,mg/Kg dw
Bouquet Canyon Creek,403STCBQT,Los Angeles,"Lead, Total",No significant trend,6/24/2020,13.1,mg/Kg dw
Coachella Valley Stormwater Channel Outlet,719CVSCOT,Colorado River,"Lead, Total",No significant trend,10/29/2020,15,mg/Kg dw
Alamo River Outlet,723ARGRB1,Colorado River,"Lead, Total",No significant trend,10/29/2020,13.3,mg/Kg dw
New River Outlet,723NROTWM,Colorado River,"Lead, Total",No significant trend,10/29/2020,15.4,mg/Kg dw
Palo Verde Outfall Drain (PVOD2),715CPVOD2,Colorado River,"Lead, Total",No significant trend,1/6/2020,16,mg/Kg dw
New River at Boundary,723NRBDRY,Colorado River,"Lead, Total",No significant trend,1/13/2020,33.8,mg/Kg dw
Colorado River at Imperial Dam Grates,715CRIDG1,Colorado River,"Lead, Total",No significant trend,11/13/2018,17.3,mg/Kg dw
Lower Truckee River near CA/NV state line,635TRKSED,Lahontan,"Lead, Total",No significant trend,8/19/2020,11,mg/Kg dw
Martis Creek near mouth,635MARSED,Lahontan,"Lead, Total",No significant trend,8/18/2020,9.26,mg/Kg dw
Susan River nr Litchfield,637SUS001,Lahontan,"Lead, Total",No significant trend,8/19/2020,8.64,mg/Kg dw
West Fork Carson River at Paynesville,633WCRSED,Lahontan,"Lead, Total",No significant trend,8/18/2020,10.5,mg/Kg dw
West Walker River at Larson Lane,631WWKLAR,Lahontan,"Lead, Total",No significant trend,8/18/2020,13.7,mg/Kg dw
Upper Truckee River near inlet to Lake Tahoe,634UTRSED,Lahontan,"Lead, Total",No significant trend,8/18/2020,12.4,mg/Kg dw
Bishop Cr Canal at East Line St,603BSP002,Lahontan,"Lead, Total",No significant trend,8/17/2020,15.9,mg/Kg dw
Laguna de Santa Rosa upstream of Wohler Street Bridge,114LAGWOH,North Coast,"Lead, Total",No significant trend,9/23/2020,14.7,mg/Kg dw
Eel River at Fernbridge,111EELFRN,North Coast,"Lead, Total",No significant trend,8/26/2020,5.28,mg/Kg dw
Russian River downstream Duncan Mills,114RRDSDM,North Coast,"Lead, Total",No significant trend,9/23/2020,6.83,mg/Kg dw
Navarro River at Dimmick State Park,113NA3269,North Coast,"Lead, Total",No significant trend,8/27/2020,7.02,mg/Kg dw
Klamath River at Kamp Klamath,105KLAMKK,North Coast,"Lead, Total",No significant trend,8/26/2020,5.47,mg/Kg dw
Mad River upstream Hwy 101,109MAD101,North Coast,"Lead, Total",No significant trend,8/26/2020,4.66,mg/Kg dw
Orestimba Creek @ River Road,541STC019,Central Valley,"Lead, Total",No significant trend,8/25/2020,13,mg/Kg dw
Del Puerto Creek at Vineyard Avenue,541STC516,Central Valley,"Lead, Total",No significant trend,8/25/2020,12.1,mg/Kg dw
Dry Creek @ La Loma Rd.,535STC206,Central Valley,"Lead, Total",No significant trend,8/25/2020,12.7,mg/Kg dw
Sac R @ Hamilton City,504SACHMN,Central Valley,"Lead, Total",No significant trend,8/5/2020,5.16,mg/Kg dw
Sacramento River @ Balls Ferry,508SACBLF,Central Valley,"Lead, Total",No significant trend,8/5/2020,12.1,mg/Kg dw
Kings River - S. Fork,551LKI040,Central Valley,"Lead, Total",No significant trend,9/9/2020,16.2,mg/Kg dw
American River at Discovery Park,519AMNDVY,Central Valley,"Lead, Total",No significant trend,8/19/2020,6.73,mg/Kg dw
Sacramento Slough @ Karnak,515SACKNK,Central Valley,"Lead, Total",No significant trend,8/19/2020,11,mg/Kg dw
Yuba R @ Maryville,515YBAMVL,Central Valley,"Lead, Total",No significant trend,7/9/2018,11.5,mg/Kg dw
Butte Slough upsteam of Pass Road Bridge,520BUTPAS,Central Valley,"Lead, Total",No significant trend,8/5/2020,10.9,mg/Kg dw
Feather R @ Nicolaus,519FTRNCS,Central Valley,"Lead, Total",No significant trend,8/13/2020,10.4,mg/Kg dw
Bear R @ Berry Rd.,519BERBRY,Central Valley,"Lead, Total",No significant trend,8/13/2020,10.7,mg/Kg dw
Clarksburg Marina,510LSAC08,Central Valley,"Lead, Total",No significant trend,9/3/2020,7.07,mg/Kg dw
Sutter Creek @ Hwy 49,532AMA002,Central Valley,"Lead, Total",No significant trend,8/19/2020,16.2,mg/Kg dw
